XLSX,XLSM,PDF,DWG,SCANNED,DRAWING NAME,Rev,DIA,DIA_1,FACE,FACE_1,BEARINGMAX,BEARINGMIN,STEPS,OEM,TYPE,CUST,OriginatingCustomer,CUSTPN,CUSTREV,NEWBASEPRICE,Date,SUBCONTRACTOR,PRODUCTCODE,PREVPARTNo,DATECREATED,PartNo
N41107.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41107.xlsx#,#N/A,#N/A,N41107.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41107.dwg#,N41107_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41107_SCANNED.PDF#,N41107,B,4.456,4.456,15.512,15.51,0.9847,0.9841,4,OMET,VARYFLEX - VF340 PLATED STEEL JOURNALS,,HARPER CORPORATION,92092 REV 3,3,,28-May-10,,N,,28-May-10,N41107
N41108.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41108.xlsx#,#N/A,#N/A,N41108.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41108.dwg#,#N/A,N41108,B,4.456,4.456,19.055,19.05,0.9847,0.9841,4,OMET,VARYFLEX - VF430 PLATED STEEL JOURNALS,,HARPER CORPORATION,92092 REV 3,3,,28-May-10,,N,,28-May-10,N41108
N41109.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41109.xlsx#,#N/A,#N/A,N41109.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41109.dwg#,N41109_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41109_SCANNED.PDF#,N41109,C,4.456,4.456,22.598,22.59,0.9847,0.9841,4,OMET,VARYFLEX - VF530 PLATED STEEL JOURNALS,,HARPER CORPORATION,92092 REV 3,3,,28-May-10,,N,,28-May-10,N41109
N41110.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41110.xlsx#,N41110.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41110.xlsm#,#N/A,N41110.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41110.dwg#,N41110_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41110_SCANNED.PDF#,N41110,B,4.456,4.456,28.504,28.5,0.9847,0.9841,4,OMET,VARYFLEX - VF670 PLATED STEEL JOURNALS,,HARPER CORPORATION,92092 REV 3,3,,28-May-10,,N,,28-May-10,N41110
N41111.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41111.xlsx#,#N/A,#N/A,N41111.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41111.dwg#,N41111_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41111_SCANNED.PDF#,N41111,B,4.456,4.456,35.591,35.59,0.9847,0.9841,4,OMET,VARYFLEX - VF850 STAINLESS STEEL JOURNALS,,,92092 REV 3,3,,21-May-10,,N,,11-Jun-10,N41111
#N/A,N41112.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41112.xlsm#,#N/A,N41112.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41112.dwg#,#N/A,N41112,*,2,2,2.75,2.75,0.6252,0.6249,2,UNKNOWN,"2"" PROFFER",LABEL TECHNOLOGIES,LABEL TECHNOLOGIES,PO105138601,*,,15-Jun-10,,N,,18-Jun-10,N41112
#N/A,#N/A,#N/A,N41113.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41113.dwg#,#N/A,N41113,*,3.7402,3.74,C,C,0.7874,0.7866,4,MPS,,,MPS SYSTEMS,207.978.XX REV *,*,,18-Jun-10,,N,,18-Jun-10,N41113
N41114.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41114.xlsx#,#N/A,#N/A,N41114.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41114.dwg#,N41114_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41114_SCANNED.PDF#,N41114,B,4.456,4.456,35.591,35.59,0.9847,0.9841,4,OMET,VARYFLEX - VF850 PLATED STEEL JOURNALS,,WALTER G. ANDERSON,92092 REV 3,3,,18-Jun-10,,N,,18-Jun-10,N41114
#N/A,N41115.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41115.xlsm#,#N/A,N41115.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41115.dwg#,N41115_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41115_SCANNED.PDF#,N41115,*,5.015,5.015,23.5,23.5,1.2495,1.249,2,AB GRAPHICS,"23""",,"DE LA RUE NORTH AMERICA - DULLES, VA",AG7200022C,E,,29-Jun-10,,N,,30-Jun-10,N41115
N41116.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41116.xlsx#,N41116.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41116.xlsm#,#N/A,N41116.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41116.dwg#,N41116_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41116_SCANNED.PDF#,N41116,A,2.926,2.926,6.375,6.375,.6697 RACE,.6694 RACE,3,MARK ANDY,"6""",INVERSIONES KALUCA,INVERSIONES KALUCA,PO105140801,*,,12-Jul-10,,N,,13-Jul-10,N41116
#N/A,N41117.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41117.xlsm#,#N/A,N41117.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41117.dwg#,N41117_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41117_SCANNED.PDF#,N41117,*,4.841,4.841,13.625,13.62,0.9847,0.9841,3,EVERS,"13""","EVERGREEN PACKAGING, GA","EVERGREEN PACKAGING, GA",N40222 MODIFIED,*,,20-Jul-10,,N,,20-Jul-10,N41117
#N/A,N41118.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41118.xlsm#,#N/A,N41118.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41118.dwg#,N41118_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41118_SCANNED.PDF#,N41118,*,4.866,4.866,12.625,12.62,1.1815,1.181,3,EVERS,"HALF GALLON 1, 2, 3 PRESS","EVERGREEN, GA","EVERFREEN, GA",25293 MODIFIED,D,,20-Jul-10,,N,,21-Jul-10,N41118
#N/A,N41119.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41119.xlsm#,#N/A,N41119.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41119.dwg#,N41119_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41119_SCANNED.PDF#,N41119,*,3.5,3.5,4.5,4.5,0.75,0.749,2,GEIGER,"4""",,"PCHEM ASSOCIATES - BENSALEM, PA",PO,*,,21-Jul-10,,N,,21-Jul-10,N41119
#N/A,#N/A,#N/A,N41120.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41120.dwg#,N41120_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41120_SCANNED.PDF#,N41120,*,4.796,4.796,13.625,13.62,0.9847,0.9841,3,EVERS,"13""","EVERGREEN PACKAGING, GA","EVERGREEN PACKAGING, GA",N40221 MODIFIED,*,,22-Jul-10,,N,,22-Jul-10,N41120
#N/A,N41121.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41121.xlsm#,#N/A,N41121.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41121.dwg#,N41121_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41121_SCANNED.PDF#,N41121,*,4.796,4.796,16.5,16.5,0.9847,0.9841,3,EVERS,"16""","EVERGREEN PACKAGING, GA","EVERGREEN PACKAGING, GA",N40223 MODIFIED,*,,22-Jul-10,,N,,22-Jul-10,N41121
#N/A,N41122.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41122.xlsm#,#N/A,N41122.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41122.dwg#,N41122_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41122_SCANNED.PDF#,N41122,*,4.796,4.796,12,12,0.9847,0.9841,3,EVERS,"12""","EVERGREEN PACKAGING, GA","EVERGREEN PACKAGING, GA",N40224 MODIFIED,*,,22-Jul-10,,N,,22-Jul-10,N41122
#N/A,N41123.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41123.xlsm#,#N/A,N41123.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41123.dwg#,N41123_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41123_SCANNED.PDF#,N41123,*,4.796,4.796,12.625,12.62,0.9847,0.9841,3,EVERS,"12""","EVERGREEN PACKAGING, GA","EVERGREEN PACKAGING, GA",N40273 MODIFIED,*,,22-Jul-10,,N,,22-Jul-10,N41123
#N/A,N41124.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41124.xlsm#,#N/A,N41124.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41124.dwg#,N41124_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41124_SCANNED.PDF#,N41124,B,4.456,4.456,15,15,1.501 BORE,1.500 BORE,1,M & M MARS,"15"" STAINLESS STEEL BASE",M & M MARS,M & M MARS,PO,*,,27-Jul-10,,N,,3-Aug-10,N41124
#N/A,N41125.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41125.xlsm#,#N/A,N41125.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41125.dwg#,N41125_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41125_SCANNED.PDF#,N41125,A,4.456,4.456,15,15,1.501 BORE,1.500 BORE,1,M & M MARS,"15"" STEEL BASE",M & M MARS,M & M MARS,PO,*,,27-Jul-10,,N,,3-Aug-10,N41125
#N/A,N41126.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41126.xlsm#,#N/A,N41126.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41126.dwg#,N41126_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41126_SCANNED.PDF#,N41126,*,1.693,1.693,14.843,14.84,0.5909,0.5905,4,"RETROFLEX, INC.","14""",,"RETROFLEX - WRIGHTSTOWM, WI",11008976-0001,*,,3-Aug-10,,N,,3-Aug-10,N41126
#N/A,N41127.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41127.xlsm#,#N/A,N41127.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41127.dwg#,#N/A,N41127,*,4.776,4.776,5,5,1.751 BORE,1.750 BORE,0,M & M MARS,"5""",M & M MARS,M & M MARS,PO105170101,*,,13-Aug-10,,N,,18-Aug-10,N41127
N41128.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41128.xlsx#,#N/A,#N/A,N41128.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41128.dwg#,N41128_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41128_SCANNED.PDF#,N41128,*,2.9056,2.905,18.25,18.25,0.7881,0.7877,4,MARK ANDY,P-17 MODIFIED,,"MARK ANDY, MO",540275-BEXT,A,,18-Aug-10,,N,,18-Aug-10,N41128
#N/A,#N/A,#N/A,N41129.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41129.dwg#,N41129_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41129_SCANNED.PDF#,N41129,*,3.952,3.952,14,14,1.3785,1.3781,4,COMCO,MODIFIED PRO GLIDE ECHOLITE,"SCIENTIFIC GAMES - ALPHARETTA, GA","SCIENTIFIC GAMES - ALPHARETTA, GA",120-18047 MODIFIED,*,,24-Aug-10,,N,,25-Aug-10,N41129
#N/A,N41130.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41130.xlsm#,#N/A,N41130.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41130.dwg#,N41130_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41130_SCANNED.PDF#,N41130,*,4.138,4.138,29.134,29.13,0.9848,0.9844,5,LEDESMA S.A.A.I.,"29"" FLAVIA",,LEDESMA S.A.A.I.,3-163,*,,25-Aug-10,,N,,31-Aug-10,N41130
#N/A,#N/A,#N/A,N41131.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41131.dwg#,#N/A,N41131,*,3.952,3.952,23,23,1.3785,1.3781,4,COMCO,PRO GLIDE XTRALITE,,C.C.L. LABEL,PO,*,,27-Aug-10,,N,,31-Aug-10,N41131
N41132.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41132.xlsx#,N41132.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41132.xlsm#,#N/A,N41132.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41132.dwg#,N41132_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41132_SCANNED.PDF#,N41132,*,2.911,2.911,7.38,7.38,0.7498,0.7493,2,MARK ANDY,"2200 7"" ECHOLITE",,"AVERY DENNISON, OH",PO,*,,31-Aug-10,,N,,31-Aug-10,N41132
#N/A,N41133.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41133.xlsm#,#N/A,N41133.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41133.dwg#,#N/A,N41133,A,2.756,2.756,12.598,12.59,0.5906,0.5902,4,SIAT,"12""","INDUSTRIAL PACKAGING - ATLANTA, GA","INDUSTRIAL PACKAGING - ATLANTA, GA",3.3.00.3604 MODIFIED,*,,1-Sep-10,,N,,8-Sep-10,N41133
#N/A,N41134.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41134.xlsm#,#N/A,N41134.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41134.dwg#,N41134_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41134_SCANNED.PDF#,N41134,A,2.944,2.944,13.386,13.38,0.7879,0.7875,2,ABETT,"13""",,ABETT,504 PR-CH 003,*,,13-Sep-10,,N,,15-Sep-10,N41134
N41135.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41135.xlsx#,N41135.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41135.xlsm#,#N/A,N41135.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41135.dwg#,N41135_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41135_SCANNED.PDF#,N41135,B,5.714,5.714,5.5,5.5,2.6880 BORE,2.6875 BORE,0,HUNTER DOUGLAS,"5""",,HUNTER DOUGLAS,029057 (ALSO 029059),C,,14-Sep-10,,N,,15-Sep-10,N41135
N41136.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41136.xlsx#,N41136.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41136.xlsm#,#N/A,N41136.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41136.dwg#,N41136_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41136_SCANNED.PDF#,N41136,*,2.9056,2.905,17.625,17.62,0.7881,0.7877,4,MARK ANDY,"17""",,MARK ANDY,540281-B,*,,15-Sep-10,,N,,16-Sep-10,N41136
#N/A,N41137.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41137.xlsm#,#N/A,N41137.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41137.dwg#,N41137_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41137_SCANNED.PDF#,N41137,*,2.9056,2.905,17.375,17.37,0.7881,0.7877,4,MARK ANDY,"17"" PERFORMANCE SERIES",M.P.I. - FLAT SPOT,MARK ANDY,540275-B MODIFIED,D,,24-Sep-10,,N,,28-Sep-10,N41137
#N/A,N41138.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41138.xlsm#,#N/A,N41138.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41138.dwg#,N41138_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41138_SCANNED.PDF#,N41138,A,2.543,2.543,10.433,10.43,0.4722,0.4717,3,NILPETER,MODIFIED F-2400,"QUIMICA, ARGENTINA","QUIMICA, ARGENTINA",PO,*,,28-Sep-10,,N,,28-Sep-10,N41138
#N/A,N41139.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41139.xlsm#,#N/A,N41139.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41139.dwg#,N41139_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41139_SCANNED.PDF#,N41139,*,4.841,4.841,16.5,16.5,0.9847,0.9841,3,EVERS,"16""","EVERGREEN PACKAGING, GA","EVERGREEN PACKAGING, GA",N40899 MODIFIED,*,,5-Oct-10,,N,,6-Oct-10,N41139
#N/A,N41140.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41140.xlsm#,#N/A,N41140.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41140.dwg#,N41140_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41140_SCANNED.PDF#,N41140,*,4.841,4.841,12,12,0.9847,0.9841,3,EVERS,"12""","EVERGREEN PACKAGING, GA","EVERGREEN PACKAGING, GA",N40900 MODIFIED,*,,5-Oct-10,,N,,6-Oct-10,N41140
#N/A,#N/A,#N/A,N41141.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41141.dwg#,#N/A,N41141,*,6,6,10,10,1.499,1.498,2,EFI - JETRION,"10""",,EFI,J4830-0101,B,,6-Oct-10,,N,,11-Oct-10,N41141
#N/A,N41142.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41142.xlsm#,#N/A,N41142.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41142.dwg#,N41142_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41142_SCANNED.PDF#,N41142,*,3.501,3.501,11.5,11.5,0.9847,0.9844,4,ALLIED GEAR & MACHINE,"11""",McCRACKEN LABEL,McCRACKEN LABEL,53-126,*,,15-Oct-10,,N,,15-Oct-10,N41142
#N/A,#N/A,#N/A,N41143.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41143.dwg#,#N/A,N41143,*,3.8201,3.82,16.614,16.61,0.5904,0.5899,4,NILPETER,FA-4200,QUIMICA - ARGENTINA,QUIMICA - ARGENTINA,,,,,,N,,28-Oct-10,N41143
#N/A,N41144.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41144.xlsm#,#N/A,N41144.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41144.dwg#,N41144_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41144_SCANNED.PDF#,N41144,A,2.626,2.626,16.625,16.62,0.59,0.5896,4,NILPETER,FG-4200 PIN DRIVE,,NILPETER,042BK50343,*,,28-Oct-10,,N,,28-Oct-10,N41144
#N/A,#N/A,#N/A,N41145.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41145.dwg#,#N/A,N41145,*,3.15,3.15,15.551,15.55,0.6698,0.6694,3,DYPACK - MEXICO,,DYPACK - MEXICO,,PO,*,,3-Nov-10,,N,,10-Nov-10,N41145
#N/A,N41146.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41146.xlsm#,#N/A,N41146.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41146.dwg#,N41146_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41146_SCANNED.PDF#,N41146,*,3.921,3.921,14.782,14.78,1.1817,1.1812,2,ILMA,"14"" UV FLEXO 340","SANCOA INTERNATIONAL, NJ","SANCOA INTERNATIONAL, NJ",PO,*,,5-Nov-10,,N,,10-Nov-10,N41146
#N/A,N41147.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41147.xlsm#,#N/A,N41147.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41147.dwg#,N41147_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41147_SCANNED.PDF#,N41147,*,3.929,3.929,29.606,29.6,0.9848,0.9844,3,EVERGREEN PACKAGING,TUBED PRESS #1 & #2,,"EVERGREEN PACKAGING - PLANT CITY, FL",B-142880G,*,,9-Nov-10,,N,,10-Nov-10,N41147
#N/A,N41148.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41148.xlsm#,#N/A,N41148.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41148.dwg#,N41148_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41148_SCANNED.PDF#,N41148,*,3.82,3.82,13.25,13.25,1.1813,1.181,4,AQUAFLEX,"13"" SPLIT FACE",WORLDMARK - MEXICO,WORLDMARK - MEXICO,PO,*,,9-Nov-10,,N,,10-Nov-10,N41148
#N/A,N41149.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41149.xlsm#,#N/A,N41149.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41149.dwg#,N41149_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41149_SCANNED.PDF#,N41149,*,3.98,3.98,29,29,1.2505,1.2501,2,UNKNOWN,"29""","FLEXMAG INDUSTRIES, OH","FLEXMAG INDUSTRIES, OH",PO2985101,*,,12-Nov-10,,N,,17-Nov-10,N41149
#N/A,N41150.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41150.xlsm#,#N/A,N41150.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41150.dwg#,N41150_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41150_SCANNED.PDF#,N41150,*,9.025,9.025,7.313,7.313,3.152 BORE,3.150 BORE,0,STOLLE,MODEL #8CD6-34-170,,STOLLE,8CD6-34-170,*,,30-Oct-08,,N,,16-Nov-08,N41150
#N/A,N41151.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41151.xlsm#,#N/A,N41151.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41151.dwg#,N41151_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41151_SCANNED.PDF#,N41151,*,4.03,4.03,19.75,19.75,0.7877,0.7873,6,F.L. SMITHE,"19""","MacKay ENVELOPE, CO.","MacKay ENVELOPE, CO.",PO2987101,*,$0.00 ,17-Nov-10,,N,,17-Nov-10,N41151
#N/A,N41152.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41152.xlsm#,#N/A,N41152.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41152.dwg#,N41152_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41152_SCANNED.PDF#,N41152,*,3.842,3.842,2,2,1.0003,0.9997,4,MATTHEWS INTERNATIONAL CORP.,"2"" ROLL",,MATTHEWS INTERNATIONAL CORP.,C0984,*,$0.00 ,19-Nov-10,,N,,23-Nov-10,N41152
#N/A,N41153.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41153.xlsm#,#N/A,N41153.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41153.dwg#,N41153_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41153_SCANNED.PDF#,N41153,*,3.842,3.842,3.25,3.25,1.0003,0.9997,3,MATTHEWS INTERNATIONAL CORP.,"3"" OFFSET PRINTER",,MATTHEWS INTERNATIONAL CORP.,C2227,*,$0.00 ,22-Nov-10,,N,,23-Nov-10,N41153
N41154.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41154.xlsx#,N41154.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41154.xlsm#,#N/A,N41154.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41154.dwg#,N41154_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41154_SCANNED.PDF#,N41154,B,2.9056,2.905,13.375,13.37,0.7881,0.7877,4,MARK ANDY,"P-13"" OLD STYLE",,"MARK ANDY, MO",540285-B,*,,3-Dec-10,,N,,8-Dec-10,N41154
N41155.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41155.xlsx#,N41155.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41155.xlsm#,#N/A,N41155.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41155.dwg#,N41155_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41155_SCANNED.PDF#,N41155,A,2.9056,2.905,13.375,13.37,0.7881,0.7877,4,MARK ANDY,"13"" PERFORMANCE SERIES","BELMARK, INC.","BELMARK, INC.",540276-B MODIFIED,*,,7-Dec-10,,N,,8-Dec-10,N41155
